2	0.80
2	7.06
2	9.82
2	20.17
2	20.96
2	26.17
2	31.73
2	32.60
2	32.95
2	35.58
2	46.23
2	53.75
2	63.13
2	65.37
2	75.63
2	77.41
2	83.37
2	85.09
2	86.27
2	86.81
2	87.08
2	87.57
2	89.32
2	93.93
2	100.10
2	105.42
2	123.58
2	137.07
2	138.29
2	139.30
1	144.78
2	146.80
2	148.56
2	159.63
2	160.21
2	169.93
2	171.76
2	171.95
2	173.61
2	176.21
2	184.35
2	184.79
2	186.08
2	192.39
2	202.17
2	211.92
2	219.70
2	229.67
2	230.17
2	245.01
2	245.74
2	246.04
2	246.39
2	246.96
2	250.25
2	256.99
2	267.40
2	270.38
2	271.11
2	281.87
2	284.67
2	307.18
2	308.50
2	310.19
2	314.76
2	319.27
2	319.29
2	330.93
2	338.46
2	343.34
2	345.75
2	356.63
2	359.39
2	359.67
2	369.40
2	371.60
2	371.83
2	379.81
2	381.11
2	393.14
2	399.76
2	402.32
2	419.01
2	420.86
2	438.80
2	439.18
2	444.23
2	456.97
2	460.00
2	463.72
2	468.34
2	487.67
2	494.32
2	514.55
2	517.63
2	522.86
2	538.98
2	545.46
2	545.77
2	547.80
2	553.18
2	554.69
2	565.23
2	573.77
2	576.63
2	590.88
2	608.64
2	611.86
2	617.52
2	617.98
2	622.51
2	624.80
2	627.25
2	629.43
2	663.86
2	664.45
2	675.12
2	694.59
2	700.96
2	701.80
2	707.77
2	708.67
2	710.51
2	716.93
2	734.02
2	737.28
2	776.71
2	784.46
2	788.54
2	795.33
2	799.15
2	814.32
2	826.31
2	827.13
2	835.70
2	842.31
2	852.74
2	869.43
1	879.20
2	884.88
2	888.48
1	894.45
1	898.34
1	915.92
2	916.55
2	925.72
2	937.97
2	943.20
2	956.92
2	979.58
2	983.02
2	986.69
2	998.45
2	1005.68
2	1010.04
2	1011.45
2	1015.41
2	1020.68
1	1053.71
2	1059.20
2	1069.82
2	1077.73
2	1099.09
2	1099.73
2	1102.13
2	1111.23
2	1113.91
2	1133.86
2	1154.53
2	1154.72
2	1157.14
1	1165.72
2	1170.24
2	1179.33
2	1188.76
2	1195.49
2	1198.28
2	1199.29
2	1208.97
2	1210.44
2	1232.27
2	1235.16
2	1240.78
2	1250.49
1	1256.01
2	1261.17
2	1263.58
2	1267.78
2	1297.67
2	1300.20
2	1304.46
2	1315.04
2	1332.83
2	1335.14
2	1346.77
1	1349.96
2	1351.09
2	1351.76
2	1354.42
2	1358.98
2	1359.20
2	1363.20
2	1363.22
2	1367.24
2	1368.82
2	1370.53
2	1370.77
2	1373.74
2	1382.03
2	1383.39
2	1389.47
2	1392.19
2	1393.81
2	1397.87
2	1411.11
2	1414.12
2	1430.03
2	1447.68
2	1448.76
2	1454.20
2	1463.78
2	1466.30
2	1474.36
1	1486.87
1	1487.58
2	1488.86
2	1489.83
2	1506.32
2	1512.02
1	1515.82
2	1517.42
2	1526.55
2	1527.10
2	1527.33
2	1530.55
1	1543.64
1	1551.09
2	1556.61
2	1557.46
1	1562.47
1	1565.46
2	1568.23
2	1575.83
2	1579.80
2	1582.52
2	1582.75
2	1587.32
2	1588.38
2	1595.70
2	1599.88
2	1600.06
2	1611.06
2	1616.06
1	1617.96
1	1621.89
2	1624.59
2	1625.64
2	1630.42
2	1632.87
2	1634.27
2	1641.94
2	1644.68
2	1651.39
2	1652.63
2	1653.90
2	1655.02
2	1660.34
2	1660.74
2	1686.09
1	1686.68
2	1692.89
2	1707.32
2	1715.24
2	1718.20
2	1737.70
1	1741.98
2	1761.88
2	1762.80
2	1767.38
2	1769.12
2	1779.34
2	1795.36
2	1799.20
2	1800.14
2	1801.38
2	1802.84
1	1806.74
2	1811.32
2	1820.78
2	1830.01
2	1849.02
2	1849.85
1	1850.33
2	1858.52
2	1874.92
2	1877.88
2	1882.27
1	1886.15
2	1892.84
2	1895.95
2	1901.55
2	1912.30
2	1918.22
2	1924.10
2	1927.30
2	1930.21
2	1938.59
2	1941.52
2	1944.00
2	1945.96
2	1947.00
2	1951.94
2	1955.03
1	1964.53
2	1969.43
2	1976.05
2	1976.22
1	1979.90
2	1991.38
2	2014.80
2	2027.19
2	2039.18
2	2057.00
2	2071.09
2	2074.51
2	2074.76
2	2076.82
2	2077.21
2	2093.17
2	2096.02
2	2096.20
2	2096.76
2	2101.32
2	2113.15
2	2122.75
2	2136.35
1	2138.29
2	2141.86
2	2141.93
2	2145.13
2	2147.01
2	2149.85
2	2158.17
2	2159.88
2	2162.64
2	2172.94
1	2175.52
1	2190.59
2	2200.91
2	2203.20
2	2207.11
2	2217.97
2	2223.76
2	2224.59
2	2226.08
2	2230.85
2	2232.66
2	2234.16
2	2235.67
2	2242.58
2	2244.80
2	2264.43
1	2266.82
2	2267.12
2	2268.40
2	2274.92
2	2275.21
2	2284.78
2	2286.47
2	2296.81
1	2301.95
2	2315.11
2	2317.59
2	2321.38
2	2330.23
2	2331.86
1	2339.13
2	2348.67
2	2349.53
2	2354.70
2	2359.00
2	2362.65
2	2363.36
